,0,1,2,3,4,5,6,7,8
89,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,2
90,0.36,0.46,0.62,0.46,0.5,0.0,0.51,0.33,2
91,0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,0
92,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22,2
93,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,1
94,0.49,0.61,0.49,0.25,0.5,0.0,0.5,0.28,2
95,0.38,0.5,0.37,0.26,0.5,0.0,0.43,0.22,6
96,0.69,0.7,0.52,0.36,0.5,0.0,0.46,0.22,4
97,0.61,0.72,0.39,0.33,0.5,0.0,0.58,0.22,0
98,0.78,0.75,0.4,0.28,0.5,0.0,0.53,0.22,0
99,0.64,0.57,0.57,0.27,0.5,0.0,0.37,0.22,2
100,0.36,0.58,0.35,0.24,0.5,0.0,0.44,0.22,6
101,0.36,0.43,0.39,0.12,0.5,0.0,0.49,0.22,6
102,0.47,0.52,0.5,0.4,0.5,0.0,0.41,0.22,2
103,0.48,0.23,0.57,0.27,0.5,0.0,0.48,0.47,1
104,0.47,0.39,0.55,0.24,0.5,0.0,0.47,0.22,2
105,0.44,0.59,0.36,0.16,0.5,0.0,0.52,0.22,6
106,0.42,0.35,0.54,0.18,0.5,0.0,0.56,0.22,2
107,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,2
108,0.65,0.65,0.52,0.16,0.5,0.0,0.6,0.22,2
109,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22,2
110,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27,8
111,0.44,0.52,0.41,0.23,0.5,0.0,0.51,0.22,1
112,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55,1
113,0.4,0.44,0.49,0.47,0.5,0.0,0.49,0.27,1
114,0.45,0.51,0.5,0.16,0.5,0.0,0.52,1.0,1
115,0.45,0.45,0.5,0.6,0.5,0.0,0.49,0.22,0
116,0.59,0.67,0.56,0.41,0.5,0.0,0.47,0.22,0
117,0.47,0.47,0.57,0.48,0.5,0.0,0.48,0.22,0
118,0.35,0.52,0.48,0.22,0.5,0.0,0.26,0.22,0
119,0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22,0
120,0.64,0.62,0.29,0.28,0.5,0.0,0.51,0.22,0
121,0.55,0.53,0.55,0.46,0.5,0.0,0.52,0.22,0
122,0.67,0.62,0.54,0.43,0.5,0.0,0.53,0.22,0
123,0.59,0.6,0.49,0.43,0.5,0.0,0.53,0.31,0
124,0.54,0.55,0.34,0.31,0.5,0.0,0.54,0.22,6
125,0.58,0.62,0.54,0.17,0.5,0.0,0.48,0.22,0
126,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27,1
127,0.46,0.71,0.48,0.53,0.5,0.0,0.53,0.22,0
128,0.53,0.51,0.55,0.05,0.5,0.0,0.45,0.25,1
129,0.41,0.4,0.59,0.47,0.5,0.0,0.48,0.43,2
130,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22,2
131,0.4,0.62,0.52,0.31,0.5,0.0,0.49,0.31,2
132,0.6,0.5,0.57,0.25,0.5,0.0,0.41,0.26,2
133,0.62,0.51,0.52,0.42,0.5,0.0,0.54,0.27,1
134,0.35,0.58,0.54,0.16,0.5,0.0,0.51,0.22,1
135,0.34,0.54,0.5,0.21,0.5,0.0,0.54,0.31,2
136,0.39,0.58,0.5,0.26,0.5,0.0,0.54,0.59,6
137,0.48,0.54,0.5,0.17,0.5,0.0,0.53,0.22,1
138,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3,2
139,0.47,0.32,0.64,0.3,0.5,0.0,0.63,0.22,1
140,0.39,0.47,0.56,0.16,0.5,0.0,0.47,0.22,2
141,0.58,0.48,0.51,0.47,0.5,0.0,0.55,0.22,1
142,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22,1
143,0.37,0.46,0.4,0.27,0.5,0.0,0.45,0.22,1
144,0.43,0.57,0.53,0.16,0.5,0.0,0.54,0.22,2
145,0.28,0.37,0.61,0.09,0.5,0.0,0.52,0.55,1
146,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25,2
147,0.39,0.55,0.48,0.31,0.5,0.0,0.54,0.29,2
148,0.26,0.36,0.47,0.34,0.5,0.0,0.53,0.72,1
149,0.51,0.34,0.5,0.19,0.5,0.0,0.5,0.22,1
150,0.58,0.5,0.5,0.12,0.5,0.0,0.48,0.25,1
151,0.44,0.39,0.53,0.14,0.5,0.0,0.54,0.44,2
152,0.41,0.39,0.44,0.34,0.5,0.0,0.48,0.4,1
153,0.45,0.43,0.51,0.24,0.5,0.0,0.54,0.33,2
154,0.36,0.68,0.46,0.16,0.5,0.0,0.53,0.28,1
155,0.42,0.31,0.5,0.15,0.5,0.0,0.53,0.22,1
156,0.42,0.43,0.56,0.1,0.5,0.0,0.49,0.22,2
157,0.67,0.71,0.52,0.65,0.5,0.0,0.53,0.36,1
158,0.49,0.47,0.53,0.16,0.5,0.0,0.48,0.27,1
159,0.71,0.59,0.48,0.43,0.5,0.0,0.59,0.22,0
160,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32,2
161,0.4,0.42,0.71,0.21,0.5,0.0,0.54,0.32,2
162,0.54,0.49,0.49,0.2,0.5,0.0,0.52,0.22,2
163,0.42,0.51,0.5,0.12,0.5,0.0,0.52,0.46,1
164,0.57,0.51,0.53,0.18,0.5,0.0,0.56,0.25,1
165,0.35,0.45,0.43,0.11,0.5,0.0,0.56,0.22,6
166,0.42,0.42,0.42,0.2,0.5,0.0,0.49,0.22,6
167,0.26,0.5,0.33,0.28,0.5,0.0,0.51,0.22,6
168,0.39,0.42,0.38,0.4,0.5,0.0,0.49,0.47,6
169,0.26,0.44,0.3,0.11,0.5,0.0,0.51,0.47,6
170,0.31,0.44,0.53,0.23,0.5,0.0,0.51,0.32,1
171,0.48,0.61,0.44,0.2,0.5,0.0,0.47,0.22,2
172,0.66,0.45,0.5,0.23,0.5,0.0,0.49,0.22,2
173,0.21,0.41,0.55,0.11,0.5,0.0,0.5,0.27,2
174,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22,0
175,0.44,0.38,0.48,0.32,0.5,0.83,0.53,0.22,8
176,0.31,0.31,0.56,0.33,0.5,0.0,0.52,0.33,1
177,0.49,0.31,0.49,0.35,0.5,0.0,0.51,0.29,1
178,0.38,0.37,0.56,0.21,0.5,0.0,0.49,0.22,1
179,0.39,0.4,0.53,0.67,0.5,0.0,0.47,0.22,2
180,0.24,0.34,0.69,0.18,0.5,0.0,0.52,0.22,2
181,0.49,0.43,0.51,0.13,0.5,0.0,0.47,0.22,2
182,0.54,0.38,0.52,0.18,0.5,0.0,0.48,0.22,2
183,0.43,0.57,0.53,0.53,0.5,0.0,0.53,0.25,2
184,0.48,0.64,0.61,0.23,0.5,0.0,0.6,0.22,2
185,0.31,0.55,0.52,0.17,0.5,0.0,0.52,0.22,2
186,0.32,0.57,0.5,0.15,0.5,0.0,0.53,0.22,2
187,0.32,0.42,0.52,0.24,0.5,0.0,0.6,0.22,2
188,0.59,0.5,0.52,0.28,0.5,0.0,0.55,0.25,2
189,0.37,0.42,0.51,0.11,0.5,0.0,0.57,0.22,2
190,0.75,0.7,0.38,0.27,0.5,0.0,0.49,0.22,3
191,0.61,0.72,0.31,0.33,0.5,0.0,0.56,0.22,0
192,0.44,0.42,0.6,0.21,0.5,0.0,0.57,0.22,2
193,0.52,0.51,0.51,0.54,0.5,0.0,0.55,0.27,0
194,0.63,0.56,0.45,0.58,0.5,0.0,0.51,0.22,0
195,0.52,0.56,0.54,0.53,0.5,0.0,0.45,0.22,0
196,0.58,0.58,0.58,0.49,0.5,0.0,0.49,0.26,0
197,0.72,0.62,0.34,0.29,0.5,0.0,0.56,0.28,0
198,0.72,0.61,0.37,0.3,0.5,0.0,0.57,0.22,0
199,0.46,0.43,0.38,0.33,0.5,0.0,0.48,0.28,0
200,0.57,0.57,0.44,0.37,0.5,0.0,0.52,0.25,0
201,0.42,0.31,0.62,0.12,0.5,0.0,0.4,0.22,0
202,0.49,0.46,0.45,0.45,0.5,0.0,0.52,0.22,0
203,0.42,0.58,0.41,0.65,0.5,0.0,0.46,0.26,0
204,0.59,0.61,0.34,0.22,0.5,0.0,0.51,0.22,0
205,0.52,0.77,0.38,0.34,0.5,0.0,0.51,0.22,0
206,0.5,0.52,0.6,0.51,0.5,0.0,0.48,0.22,0
207,0.49,0.6,0.43,0.56,0.5,0.0,0.36,0.22,0
208,0.5,0.41,0.44,0.5,0.5,0.0,0.42,0.22,0
209,0.5,0.4,0.56,0.7,0.5,0.0,0.5,0.22,0
210,0.37,0.58,0.44,0.51,0.5,0.0,0.44,0.22,0
211,0.55,0.45,0.45,0.54,0.5,0.0,0.5,0.22,0
212,0.67,0.68,0.46,0.29,0.5,0.0,0.46,0.22,0
213,0.53,0.51,0.46,0.28,0.5,0.0,0.48,0.22,2
214,0.35,0.66,0.49,0.21,0.5,0.0,0.54,0.25,2
215,0.52,0.4,0.6,0.12,0.5,0.0,0.55,0.22,2
216,0.77,0.79,0.58,0.23,0.5,0.0,0.48,0.22,4
217,0.47,0.46,0.59,0.49,0.5,0.0,0.56,0.22,0
218,0.73,0.83,0.43,0.3,0.5,0.0,0.55,0.22,3
219,0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22,9
220,0.7,0.65,0.54,0.28,0.5,0.0,0.6,0.4,7
221,0.47,0.54,0.37,0.14,0.5,0.0,0.5,0.22,6
222,0.56,0.52,0.48,0.17,0.5,0.0,0.46,0.22,1
223,0.57,0.41,0.59,0.24,0.5,0.0,0.4,0.22,2
224,0.56,0.41,0.58,0.21,0.5,0.0,0.42,0.22,2
225,0.58,0.56,0.45,0.12,0.5,0.0,0.51,0.22,1
226,0.53,0.38,0.66,0.25,0.5,0.0,0.43,0.22,1
227,0.34,0.36,0.54,0.11,0.5,0.0,0.36,0.21,1
228,0.69,0.61,0.38,0.27,0.5,0.0,0.52,0.22,5
229,0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22,8
230,0.41,0.45,0.53,0.17,0.5,0.0,0.51,0.25,1
231,0.31,0.46,0.54,0.52,0.5,0.0,0.5,0.34,1
232,0.36,0.37,0.33,0.14,0.5,0.0,0.57,0.31,6
233,0.82,0.78,0.49,0.23,0.5,0.0,0.46,0.22,4
234,0.82,0.75,0.54,0.23,0.5,0.0,0.46,0.22,4
235,0.41,0.51,0.58,0.15,0.5,0.0,0.45,0.27,2
236,0.38,0.51,0.75,0.17,0.5,0.0,0.55,0.22,2
237,0.38,0.51,0.75,0.17,0.5,0.0,0.55,0.22,2
238,0.53,0.44,0.51,0.33,0.5,0.0,0.52,0.22,0
239,0.46,0.54,0.71,0.15,0.5,0.0,0.59,0.22,0
240,0.4,0.56,0.48,0.14,0.5,0.0,0.47,0.22,0
241,0.53,0.53,0.6,0.13,0.5,0.0,0.49,0.22,0
242,0.42,0.57,0.72,0.22,0.5,0.0,0.57,0.22,0
243,0.45,0.27,0.57,0.36,0.5,0.0,0.52,0.18,2
244,0.2,0.26,0.52,0.14,0.5,0.0,0.53,0.44,2
245,0.51,0.53,0.55,0.14,0.5,0.0,0.51,0.22,2
246,0.44,0.68,0.45,0.51,0.5,0.0,0.52,0.41,0
247,0.27,0.39,0.66,0.11,0.5,0.0,0.44,0.22,0
248,0.55,0.42,0.34,0.3,0.5,0.0,0.52,0.22,6
249,0.34,0.42,0.3,0.23,0.5,0.0,0.53,0.22,6
250,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22,8
251,0.59,0.58,0.56,0.21,0.5,0.0,0.54,0.33,1
252,0.39,0.28,0.46,0.12,0.5,0.0,0.41,0.22,1
253,0.56,0.43,0.54,0.16,0.5,0.0,0.5,0.22,1
254,0.36,0.68,0.38,0.08,0.5,0.0,0.53,0.25,7
255,0.27,0.36,0.6,0.33,0.5,0.0,0.37,0.31,1
256,0.35,0.4,0.59,0.22,0.5,0.0,0.47,0.37,1
257,0.42,0.32,0.5,0.21,0.5,0.0,0.51,0.22,1
258,0.23,0.2,0.53,0.2,0.5,0.0,0.44,0.22,1
259,0.55,0.54,0.56,0.22,0.5,0.0,0.5,0.37,1
260,0.36,0.24,0.49,0.16,0.5,0.0,0.51,0.22,1
261,0.38,0.48,0.59,0.22,0.5,0.0,0.46,0.22,2
262,0.8,0.46,0.5,0.15,0.5,0.0,0.53,0.22,2
263,0.6,0.56,0.47,0.2,0.5,0.0,0.5,0.38,1
264,0.41,0.24,0.54,0.26,0.5,0.0,0.41,0.22,1
265,0.47,0.65,0.54,0.62,0.5,0.0,0.53,0.36,0
266,0.43,0.39,0.54,0.14,0.5,0.0,0.47,0.22,1
267,0.5,0.51,0.52,0.09,0.5,0.0,0.48,0.25,1
268,0.53,0.61,0.52,0.21,0.5,0.0,0.55,0.3,1
269,0.54,0.42,0.41,0.16,0.5,0.0,0.52,0.22,5
270,0.46,0.35,0.53,0.16,0.5,0.0,0.51,0.29,2
271,0.46,0.43,0.49,0.79,0.5,0.0,0.49,0.63,1
272,0.51,0.55,0.35,0.16,0.5,0.0,0.51,0.47,6
273,0.56,0.52,0.55,0.19,0.5,0.0,0.54,0.22,2
274,0.61,0.3,0.59,0.12,0.5,0.0,0.49,0.27,1
275,0.37,0.53,0.46,0.23,0.5,0.0,0.47,0.22,1
276,0.83,0.58,0.33,0.04,0.5,0.0,0.53,0.22,5
277,0.39,0.45,0.53,0.18,0.5,0.0,0.54,0.22,2
278,0.52,0.54,0.5,0.21,0.5,0.0,0.48,0.3,2
279,0.35,0.39,0.57,0.11,0.5,0.0,0.48,0.22,1
280,0.36,0.49,0.3,0.22,0.5,0.0,0.52,0.31,6
281,0.78,0.7,0.32,0.23,0.5,0.0,0.53,0.22,3
282,0.55,0.46,0.53,0.11,0.5,0.0,0.52,0.48,2
283,0.45,0.56,0.54,0.32,0.5,0.0,0.57,0.22,2
284,0.45,0.56,0.53,0.32,0.5,0.0,0.57,0.22,2
285,0.29,0.43,0.4,0.15,0.5,0.0,0.53,0.22,6
286,0.52,0.75,0.37,0.14,0.5,0.0,0.46,0.22,6
287,0.71,0.56,0.39,0.27,0.5,0.0,0.52,0.22,5
288,0.58,0.6,0.43,0.12,0.5,0.0,0.55,0.22,6
289,0.54,0.65,0.49,0.34,0.5,0.0,0.52,0.22,2
290,0.57,0.59,0.44,0.16,0.5,0.0,0.52,0.22,5
291,0.59,0.58,0.46,0.19,0.5,0.0,0.56,0.27,2
292,0.92,0.61,0.4,0.22,0.5,0.0,0.54,0.22,5
293,0.55,0.56,0.45,0.14,0.5,0.0,0.54,0.22,2
294,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,6
295,0.58,0.53,0.38,0.18,0.5,0.0,0.52,0.22,6
296,0.36,0.46,0.43,0.19,0.5,0.0,0.48,0.22,6
297,0.32,0.47,0.55,0.12,0.5,0.0,0.52,0.22,2
298,0.34,0.38,0.45,0.19,0.5,0.0,0.51,0.22,5
299,0.62,0.58,0.46,0.13,0.5,0.0,0.53,0.22,2
300,0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22,6
301,0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22,5
302,0.55,0.46,0.46,0.31,0.5,0.0,0.58,0.48,1
303,0.35,0.6,0.47,0.13,0.5,0.0,0.52,0.43,1
304,0.77,0.8,0.51,0.4,1.0,0.0,0.54,0.22,9
305,0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22,4
306,0.35,0.46,0.49,0.15,1.0,0.0,0.55,0.35,2
307,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,2
308,0.57,0.61,0.45,0.26,0.5,0.0,0.5,0.22,2
309,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25,2
310,0.25,0.4,0.51,0.18,0.5,0.0,0.5,0.27,2
311,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,2
312,0.58,0.6,0.51,0.24,0.5,0.0,0.53,0.22,2
313,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33,2
314,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22,6
315,0.54,0.55,0.42,0.22,0.5,0.0,0.48,0.22,6
316,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27,6
317,0.33,0.44,0.49,0.08,0.5,0.0,0.48,0.49,1
318,0.81,0.82,0.41,0.36,0.5,0.0,0.39,0.22,4
319,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22,8
320,0.46,0.48,0.44,0.21,0.5,0.0,0.55,0.22,8
321,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22,2
322,0.74,0.72,0.47,0.25,0.5,0.0,0.57,0.22,3
323,0.54,0.57,0.52,0.19,0.5,0.0,0.59,0.67,1
324,0.42,0.52,0.4,0.17,0.5,0.0,0.5,0.26,6
325,0.91,0.77,0.34,0.47,0.5,0.0,0.52,0.31,3
326,0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,5
327,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22,2
328,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,2
329,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22,2
330,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22,6
331,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,2
332,0.35,0.56,0.36,0.3,0.5,0.0,0.53,0.25,6
333,0.84,0.66,0.36,0.78,0.5,0.0,0.49,0.5,3
334,0.51,0.58,0.54,0.29,0.5,0.0,0.53,0.22,2
335,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22,1
336,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,2
337,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22,2
338,0.62,0.58,0.52,0.15,0.5,0.0,0.52,0.29,2
339,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,1
340,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22,6
341,0.44,0.44,0.49,0.15,0.5,0.0,0.46,0.27,1
342,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,2
343,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22,1
344,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22,6
345,0.35,0.68,0.57,0.4,0.5,0.0,0.53,0.36,1
346,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22,3
347,0.23,0.3,0.58,0.22,0.5,0.0,0.48,0.27,1
348,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25,2
349,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42,2
350,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,2
351,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,2
352,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31,2
353,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35,2
354,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54,2
355,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22,2
356,0.56,0.54,0.59,0.14,0.5,0.0,0.52,0.27,1
357,0.31,0.31,0.54,0.18,0.5,0.0,0.52,0.29,1
358,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28,1
359,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25,1
360,0.17,0.38,0.45,0.09,0.5,0.0,0.54,0.27,1
361,0.43,0.51,0.54,0.15,0.5,0.0,0.45,0.26,1
362,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22,2
363,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,5
364,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22,2
365,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27,2
366,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,2
367,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,6
368,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,2
369,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,2
370,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,2
371,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,2
372,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,2
373,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,1
374,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,2
375,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,1
376,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,6
377,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,2
378,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,5
379,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,2
380,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,2
381,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,2
382,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,2
383,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,1
384,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,2
385,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,1
386,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,1
