,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.05308,0.80523,-1.11902,-0.76096,1.81175,0.19268,0.07987,5,0,1,0,6,2,5,2,0,0,0,0,0,0,0,0,2,0,1
11,1.09449,-0.48246,-0.61113,-0.28519,-0.31685,-1.32828,0.00332,0.14143,-1.92595,-0.52745,0.52975,1.2247,5,1,0,0,6,4,5,2,0,3,0,0,0,1,0,2,6,0,0
12,1.82213,0.48246,0.45468,0.96082,-0.31685,2.28554,0.16767,0.44585,-1.6209,-0.78155,1.29221,0.07987,5,1,0,4,6,3,5,1,0,0,0,0,0,1,1,1,6,0,0
13,1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.79151,0.80523,-0.01928,0.94156,3.46436,-0.71126,-0.84637,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,1.82213,0.48246,-0.05921,0.96082,-0.31685,-0.92104,1.45421,0.44585,-0.60633,1.63088,1.29221,0.7654,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
15,1.82213,-0.48246,0.45468,0.96082,-0.31685,-2.05048,-1.50796,-1.55521,-1.07533,1.13407,-0.71126,-0.52593,5,2,2,0,6,1,5,2,0,1,0,0,0,0,0,0,0,0,0
16,0.49788,0.48246,-0.61113,0.96082,-0.31685,-1.55078,-0.80615,-1.68062,0.28783,0.7583,-0.21712,-2.07848,6,0,0,1,6,3,5,0,0,0,0,0,0,0,0,0,6,0,0
17,1.09449,-0.48246,-1.7379,0.96082,-0.31685,0.52135,-1.23177,-0.31776,-0.45321,-1.38502,-1.37983,-0.84637,6,1,1,0,6,6,4,1,0,1,0,2,0,1,0,1,6,0,0
18,1.82213,-0.48246,0.45468,-0.09765,-0.31685,1.37297,-0.15487,-0.17779,-1.92595,-1.5184,-0.71126,-0.21575,6,2,0,2,6,3,6,2,0,2,0,0,2,1,0,1,0,0,0
19,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.34799,-1.7625,-2.39883,-1.92595,0.7583,-1.37983,-2.07848,4,1,0,0,6,1,6,0,0,1,0,0,0,0,6,0,1,0,0
20,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-0.79151,0.80523,0.7233,1.61108,-1.13788,0.19268,-0.21575,6,1,1,0,6,2,6,0,0,0,0,0,0,1,0,1,3,0,0
21,2.59171,-0.48246,-2.43591,0.96082,-0.31685,-1.1943,0.47617,-1.11902,-0.60633,1.81175,-0.21712,-1.18084,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,1,1,0,0
22,1.09449,-0.48246,0.45468,0.96082,-0.31685,0.41667,-0.94779,-0.84732,1.11406,-0.89891,-0.71126,0.07987,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
23,1.09449,-0.48246,-1.7379,0.96082,-0.31685,1.60383,-3.27393,-1.27553,0.28783,-1.0145,-1.37983,-1.54858,6,2,1,5,6,2,6,2,0,0,1,0,0,1,0,0,6,0,1
24,1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.14882,0.63779,1.24033,0.76096,1.46191,-0.21712,-0.52593,5,1,1,1,5,1,5,1,0,1,0,0,0,1,0,1,6,0,0
25,1.09449,-0.48246,-0.61113,0.96082,-0.31685,-0.79151,-0.43999,-1.27553,0.94156,-0.00665,-0.21712,0.40148,5,1,2,0,6,1,5,2,0,2,0,0,3,2,0,2,1,0,0
26,1.82213,0.48246,-1.22751,0.24923,-0.31685,-0.05188,-1.6334,-3.27393,-0.76096,0.58489,0.19268,-1.54858,6,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
27,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.52135,-1.23177,-0.01928,-0.01729,-2.18109,1.86203,0.40148,6,1,1,2,6,6,5,1,0,0,0,0,2,1,0,3,2,0,0
28,0.49788,0.48246,1.16365,0.96082,-0.31685,0.04257,-1.50796,-0.71727,0.28783,1.30612,0.19268,-0.52593,6,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
29,1.09449,-0.48246,1.98437,0.96082,-0.31685,-1.32828,1.74091,0.88309,0.94156,1.81175,-0.21712,-0.52593,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
30,1.09449,-0.48246,-1.7379,0.96082,-0.31685,0.31287,-0.80615,-1.27553,-1.47955,-0.65253,-1.37983,0.07987,6,1,1,1,6,2,6,1,0,0,1,0,1,1,1,1,2,0,0
31,0.49788,0.48246,-1.7379,-0.28519,-0.31685,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.37983,-0.84637,3,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0
32,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.79151,-1.23177,-0.01928,0.43852,-0.00665,0.19268,-0.84637,6,1,1,0,6,3,6,0,0,0,0,0,0,0,0,1,6,0,0
33,-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.41667,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.54858,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
34,0.49788,-0.48246,0.45468,-0.57009,0.1144,1.02119,0.63779,0.88309,-2.90161,-0.78155,0.52975,1.92173,4,2,1,1,5,2,5,2,1,1,1,2,1,1,1,1,5,0,1
35,2.59171,-0.48246,-2.43591,0.96082,-0.31685,-0.24649,-0.80615,-2.63199,-0.30172,-0.78155,0.52975,-1.54858,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0
36,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-0.17779,-0.01729,-1.5184,-0.21712,-0.21575,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
37,1.82213,-0.48246,-2.43591,-0.57009,-0.31685,0.31287,0.32197,1.06238,0.13136,-0.65253,0.52975,-0.52593,6,1,2,1,6,3,4,1,0,0,0,0,0,1,0,1,6,0,0
38,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.55078,1.2861,0.29338,-0.01729,0.7583,-0.21712,-0.84637,6,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,1,0,0
39,2.59171,0.48246,-0.05921,0.96082,-0.31685,-0.24649,-0.94779,-1.11902,-0.76096,0.41594,-1.37983,-0.21575,6,0,0,0,6,1,6,0,0,0,0,0,1,0,4,0,1,0,0
40,0.49788,-0.48246,1.16365,0.96082,-0.31685,0.04257,-0.43999,-0.01928,-2.07848,0.7583,-0.71126,0.07987,5,1,0,2,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
41,0.49788,0.48246,0.45468,0.96082,-0.31685,0.82562,0.00332,1.06238,1.81866,-0.40581,-0.21712,-0.21575,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0
42,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.14882,-0.94779,-1.27553,-0.01729,-0.65253,-0.21712,-0.52593,6,0,3,5,6,2,4,6,0,4,0,2,2,0,0,0,1,0,0
43,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21712,-0.21575,6,2,2,0,6,3,6,3,0,2,0,0,0,2,0,0,6,0,0
44,-0.07854,-0.48246,0.45468,0.96082,0.1144,-1.05308,1.45421,0.44585,1.2861,0.93949,-0.21712,0.07987,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
45,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.46725,0.47617,1.24033,0.94156,1.63088,-1.37983,-2.07848,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
46,1.09449,0.48246,-0.61113,0.24923,-0.31685,0.31287,0.63779,-1.11902,0.28783,1.46191,-0.71126,-0.84637,3,0,0,0,6,1,4,0,0,0,0,0,0,1,0,0,2,0,1
47,1.09449,-0.48246,1.16365,0.96082,-0.31685,-2.05048,0.80523,0.29338,0.94156,1.13407,-2.55524,-1.18084,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
48,1.09449,-0.48246,-1.7379,0.96082,-0.31685,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.84637,6,1,1,0,6,5,6,1,0,0,0,0,0,0,0,1,6,0,0
49,-0.07854,0.48246,1.16365,0.96082,-0.22166,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0
50,0.49788,-0.48246,1.16365,0.96082,-0.31685,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.84637,6,1,2,1,6,3,6,2,0,3,0,0,2,1,0,3,6,0,0
51,1.09449,-0.48246,-0.05921,0.24923,-0.31685,1.13281,0.96248,-0.58331,-0.91699,-1.92173,1.86203,1.92173,2,1,1,1,6,2,6,1,0,0,0,0,0,1,0,1,2,0,0
52,1.82213,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.00332,-1.42424,0.28783,-0.78155,0.52975,-1.54858,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
53,1.09449,-0.48246,1.16365,0.96082,-0.31685,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,5,1,1,0,6,1,5,1,0,1,0,0,0,1,0,1,1,0,0
54,1.82213,-0.48246,-1.7379,0.96082,-0.31685,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,6,0,0,0,6,2,6,6,0,3,0,0,3,1,0,1,1,0,0
55,1.82213,0.48246,-0.05921,0.96082,-0.31685,0.04257,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
56,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.04257,0.00332,-1.68062,-0.01729,0.25953,-1.37983,-1.54858,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
57,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.58016,0.63779,-1.97495,0.28783,0.7583,-0.71126,-0.52593,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
58,1.09449,-0.48246,-1.22751,0.96082,-0.31685,0.22393,0.63779,-0.01928,-0.45321,-0.40581,1.86203,1.2247,5,1,1,0,6,5,5,5,2,3,1,3,3,1,0,2,6,0,1
59,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.46725,-1.23177,-1.27553,-1.6209,-0.14277,-1.37983,-1.54858,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
60,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.37297,0.32197,0.29338,-0.30172,-0.27607,-1.37983,0.07987,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
61,1.09449,-0.48246,1.16365,0.96082,-0.50212,-2.21844,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,5,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,0,0,1
62,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0
63,1.09449,-0.48246,0.45468,0.96082,-0.31685,1.02119,-0.30033,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
64,1.09449,-0.48246,1.98437,0.96082,-0.31685,-1.55078,0.47617,1.06238,-0.45321,0.93949,-1.37983,-0.52593,6,1,0,1,6,6,5,4,0,0,0,0,0,1,0,1,1,0,0
65,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.73545,0.47617,-0.84732,1.11406,0.58489,0.52975,-0.21575,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
66,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-1.05308,-0.69509,-1.11902,1.2861,0.41594,-0.71126,-1.18084,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
67,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.34799,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,5,1,1,0,6,2,5,1,0,0,0,0,0,1,0,1,5,0,0
68,0.49788,-0.48246,-0.05921,-0.28519,-0.31685,-0.92104,0.00332,0.29338,-0.15487,-0.27607,-0.21712,0.07987,5,1,1,0,5,2,6,3,0,2,0,1,1,1,0,1,1,0,0
69,1.09449,0.48246,-1.7379,0.96082,-0.31685,-0.05188,-0.69509,-1.68062,0.28783,-0.00665,-1.37983,-0.84637,6,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0
70,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.34799,-0.30033,0.14143,-1.92595,-0.27607,0.52975,0.7654,6,2,1,0,4,2,6,3,0,3,0,2,2,2,0,0,2,0,1
71,1.09449,0.48246,-1.22751,0.24923,-0.31685,-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
72,1.09449,-0.48246,-1.22751,0.96082,-0.31685,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,6,1,1,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0
73,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-0.67825,-0.57545,-0.31776,0.28783,1.13407,-0.71126,-0.21575,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
74,2.59171,0.48246,-1.7379,0.96082,-0.31685,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
75,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
76,1.09449,0.48246,-1.43719,0.24923,-0.31685,-0.34799,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
77,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,3,1,0,0,6,2,5,1,0,1,0,0,0,1,0,0,6,0,0
78,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,6,0,1,0,6,1,5,1,0,1,0,0,0,0,0,0,3,0,1
79,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21712,-0.21575,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
80,2.59171,0.48246,1.98437,0.24923,-0.31685,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,6,0,0,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0
81,1.82213,0.48246,0.45468,0.96082,-0.31685,-0.79151,-1.23177,-0.01928,-0.91699,-0.14277,0.88113,0.40148,5,1,1,1,6,2,6,1,0,0,1,0,0,1,1,1,1,0,0
82,1.82213,-0.48246,1.16365,0.24923,-0.31685,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
83,1.82213,0.48246,-1.43719,0.96082,-0.22166,1.02119,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,3,0,0,5,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
84,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
85,-0.07854,0.48246,-1.22751,0.96082,-0.31685,-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,3,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0
86,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,5,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0
87,1.82213,-0.48246,-1.7379,0.96082,-0.31685,-0.92104,0.16767,-0.45174,-0.30172,0.25953,-0.71126,0.40148,5,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
88,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,3,0,1,1,6,2,6,0,0,0,0,0,0,0,0,1,1,0,0
89,0.49788,0.48246,1.16365,0.96082,-0.31685,0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,5,1,1,2,6,0,5,0,0,0,0,0,0,1,0,1,0,0,1
90,0.49788,0.48246,1.16365,0.96082,-0.31685,1.37297,0.32197,0.7233,0.28783,-0.78155,-1.37983,0.07987,6,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,0
91,0.49788,-0.48246,-0.05921,0.24923,-0.31685,0.41667,-0.43999,0.7233,0.28783,0.7583,0.88113,0.7654,2,0,0,3,6,1,0,0,0,0,0,0,0,1,0,1,1,0,0
92,-0.07854,-0.48246,-1.22751,0.96082,-0.31685,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
93,2.59171,0.48246,-1.7379,0.96082,-0.31685,-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
94,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,5,0,0,3,6,2,5,0,0,0,0,0,0,0,0,0,3,0,0
95,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,6,1,1,1,6,1,6,1,0,0,0,0,0,1,0,1,1,0,0
96,0.49788,0.48246,0.45468,0.24923,-0.31685,0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,4,1,0,0,6,2,6,1,0,0,0,0,0,1,0,1,3,0,0
97,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,5,1,0,1,6,1,5,1,0,0,0,0,0,0,0,0,2,0,0
98,0.49788,-0.48246,1.98437,0.24923,-0.31685,-1.1943,-0.43999,-0.01928,-0.60633,0.93949,-0.21712,1.2247,4,1,0,0,6,1,4,1,0,0,0,0,0,1,0,1,2,0,0
99,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,6,2,0,3,6,3,5,0,0,1,0,0,0,0,0,0,5,0,0
100,-0.07854,-0.48246,1.16365,-0.28519,-0.31685,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,6,3,3,4,6,6,5,3,0,3,0,3,2,2,0,3,0,0,0
101,1.09449,0.48246,-1.7379,-0.09765,-0.31685,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,4,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0
102,1.09449,-0.48246,-1.22751,0.96082,-0.31685,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,6,1,3,4,6,1,4,4,1,2,2,1,1,2,0,2,1,0,0
103,1.09449,0.48246,-0.05921,0.24923,-0.31685,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
104,-0.07854,0.48246,-0.61113,0.24923,-0.31685,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,5,0,0,0,6,6,6,2,0,2,0,0,0,0,0,2,6,0,0
105,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
106,-0.07854,0.48246,-0.61113,0.96082,-0.31685,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
107,0.49788,0.48246,-1.7379,0.96082,-0.31685,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,5,3,0,0,6,0,6,3,0,0,0,0,0,0,0,0,6,0,0
108,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.46725,2.127,0.14143,0.13136,0.7583,1.86203,1.2247,5,0,0,3,6,3,6,4,0,0,0,0,0,0,0,0,1,0,0
109,1.09449,0.48246,-0.61113,0.96082,-0.31685,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,5,1,0,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0,0
110,1.09449,-0.48246,1.16365,0.96082,-0.50212,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
111,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,6,1,0,0,6,3,0,0,0,0,0,0,0,1,0,1,0,0,0
112,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.1943,0.32197,0.88309,-1.21213,-0.78155,-0.21712,-0.21575,3,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0
113,1.09449,0.48246,-0.05921,0.96082,-0.31685,0.04257,0.63779,0.29338,0.13136,0.7583,0.19268,-0.21575,4,0,0,1,6,2,4,0,0,0,0,0,0,0,0,0,6,0,0
114,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-2.3436,1.93886,1.43533,-0.76096,-1.38502,1.86203,1.2247,4,1,1,2,6,6,4,1,0,2,2,2,0,2,0,2,6,0,0
115,-0.07854,0.48246,-0.05921,0.24923,-0.31685,0.22393,-0.57545,-0.84732,0.28783,1.13407,-1.37983,-2.07848,5,1,2,0,6,2,5,2,0,2,0,0,0,1,0,2,6,0,0
116,0.49788,-0.48246,-0.05921,0.24923,-0.31685,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,4,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,6,0,0
117,-0.07854,0.48246,0.45468,0.96082,-0.31685,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,5,1,1,3,6,1,5,3,0,3,2,2,2,2,0,3,4,0,0
118,0.49788,0.48246,-0.61113,-0.57009,-0.31685,1.8399,-1.92173,-2.39883,1.11406,0.25953,-0.21712,-1.54858,5,0,0,6,6,1,6,0,0,0,0,0,0,1,1,0,6,0,0
119,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.34799,0.63779,-0.97631,0.28783,1.46191,-0.21712,-0.84637,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,2,0,0
120,-0.07854,0.48246,1.16365,0.96082,-0.31685,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,6,1,0,0,6,1,6,0,0,0,0,0,0,1,0,1,2,0,0
121,0.49788,0.48246,-0.05921,0.96082,-0.31685,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0
122,1.82213,-0.48246,1.16365,0.96082,-0.31685,0.22393,0.16767,-0.17779,-0.30172,-0.89891,-0.21712,-0.52593,6,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0
123,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.22393,-0.69509,-0.45174,-0.01729,0.12331,1.29221,0.07987,5,1,0,0,6,3,5,2,0,0,0,0,0,0,0,0,3,0,1
124,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-0.34799,1.93886,0.29338,0.43852,0.58489,-0.21712,-0.21575,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
125,1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.46725,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,2,0,0
126,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.63779,-1.11902,-0.45321,-0.00665,-0.21712,-0.84637,5,1,1,0,5,1,5,0,0,0,0,0,0,0,0,1,0,0,0
127,1.09449,0.48246,-1.43719,0.96082,-0.31685,-0.34799,-0.80615,-0.84732,0.28783,0.93949,-1.37983,-2.07848,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
128,0.49788,-0.48246,1.98437,0.96082,-0.50212,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
129,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
